GEOID,2023-2028 Growth Rate: Owner Occ HUs
471470801.03,0.0346
471470801.04,0.0044
471470802.0,0.0001
471470803.01,0.010700000000000001
471470803.02,0.016399999999999998
471470804.01,0.0022
471470804.02,0.0113
471470805.0,0.0025
471470806.03,0.0029
471470806.04,0.0092
471470806.05,-0.0023
471470806.06,0.002
471470807.01,0.0070999999999999995
471470807.02,0.0323
471490401.01,0.026699999999999998
471490401.02,0.0103
471490401.04,0.0209
471490401.05,0.0095
471490401.06,0.0226
471490401.07,0.0105
471490402.0,0.0109
471490403.03,0.0131
471490403.04,0.0139
471490403.05,0.028999999999999998
471490403.07,0.0149
471490403.08,0.0218
471490403.09,0.0089
471490403.1,0.0173
471490403.11,0.02
471490403.12,0.024399999999999998
471490404.04,0.009399999999999999
471490404.05,0.0123
471490405.01,0.030299999999999997
471490405.02,0.0146
471490406.0,0.0075
471490407.02,0.0248
471490407.03,0.0373
471490407.04,0.0315
471490408.06,0.0317
471490408.07,0.0535
471490408.08,0.0083
471490408.09,0.0441
471490408.1,0.0168
471490408.11,0.0346
471490408.12,0.048600000000000004
471490409.01,0.0236
471490409.04,0.0203
471490409.06,0.0074
471490409.07,0.0204
471490409.08,0.0206
471490409.09,0.018799999999999997
471490409.1,0.015
471490409.11,0.0264
471490410.0,0.0139
471490411.02,0.012
471490411.03,0.019299999999999998
471490411.04,0.022799999999999997
471490412.01,0.0219
471490412.02,0.054299999999999994
471490413.01,0.0084
471490413.02,0.0098
471490414.01,0.0118
471490414.04,0.022400000000000003
471490414.05,0.0
471490414.06,0.0381
471490414.07,0.0368
471490415.0,0.0
471490416.01,0.005699999999999999
471490416.02,0.020499999999999997
471490417.0,0.02
471490418.0,0.006999999999999999
471490419.0,0.0163
471490420.0,0.011699999999999999
471490421.01,0.0277
471490421.02,0.0222
471490422.0,0.0089
471490423.01,0.0212
471490423.02,0.0103
471530601.02,0.0163
471530601.03,0.0044
471530601.04,0.018500000000000003
471530602.0,0.011200000000000002
471599750.0,0.0026
471599751.0,0.0008
471599752.0,0.002
471599753.0,0.013000000000000001
471599754.0,0.0043
471611102.01,0.0051
471611102.02,0.0009
471611106.0,-0.0007000000000000001
471611107.0,0.0044
471619801.0,0.0
471619802.0,0.0
471650201.01,0.0147
471650201.02,0.0012
471650202.03,0.0002
471650202.04,0.0086
471650202.05,0.0070999999999999995
471650202.06,0.025
471650202.07,0.0033
471650202.08,0.0074
471650202.09,0.0163
471650203.0,0.0044
471650204.03,-0.0003
471650204.04,0.0
471650204.05,0.0063
471650204.06,0.0058
471650204.07,0.013500000000000002
471650205.01,0.07139999999999999
471650205.02,0.0268
471650205.03,0.060599999999999994
471650206.01,0.0063
471650206.02,0.0373
471650206.03,0.004699999999999999
471650207.0,0.0091
471650208.0,0.0054
471650209.01,0.0058
471650209.03,0.0060999999999999995
471650209.04,0.0048
471650209.05,0.0161
471650210.02,0.0101
471650210.04,0.0018
471650210.05,0.0
471650210.06,0.0043
471650210.07,0.008199999999999999
471650210.08,0.044199999999999996
471650210.09,0.0016
471650211.03,0.0003
471650211.04,0.0009
471650211.05,0.0004
471650211.06,0.0161
471650211.07,0.0104
471650212.01,0.0004
471650212.03,0.015
471650212.04,0.0039000000000000003
471650212.05,0.0128
471690901.0,0.0118
471690902.0,0.015600000000000001
471759250.0,0.0177
471759252.0,0.0027
471779301.0,0.0091
471779302.01,0.0109
471779302.02,0.0075
471779303.0,0.006
471779304.0,0.0115
471779305.0,0.0038
471779306.0,0.0049
471779307.0,0.011000000000000001
471779308.0,0.0021
471779309.0,0.0073
471819501.0,0.0007000000000000001
471819502.0,0.0016
471819503.0,0.0005
471819504.0,0.0085
471839680.0,0.001
471839681.01,0.005
471839681.02,0.0017000000000000001
471839682.01,-0.0001
471839682.02,0.0
471839682.03,0.0070999999999999995
471839683.0,0.0038
471839684.0,0.0029
471839685.0,0.0028000000000000004
471839686.0,0.0022
471839687.0,0.0008
471859350.0,0.004699999999999999
471859351.0,0.0131
471859352.0,0.009000000000000001
471859353.0,0.006999999999999999
471859354.0,0.0023
471859355.0,0.009000000000000001
471870501.02,0.013500000000000002
471870501.03,0.0109
471870501.04,0.0048
471870501.05,0.0087
471870502.04,0.008199999999999999
471870502.05,0.0098
471870502.06,0.011699999999999999
471870502.07,0.013999999999999999
471870502.09,0.0073
471870502.1,0.015
471870502.11,0.025699999999999997
471870502.12,0.011000000000000001
471870503.03,0.008
471870503.04,0.0121
471870503.05,0.0066
471870503.06,0.013999999999999999
471870503.07,0.0304
471870504.03,0.0064
471870504.04,0.0075
471870504.05,0.13419999999999999
471870504.06,0.0111
471870505.02,0.0341
471870505.03,0.0098
471870505.04,0.027000000000000003
471870506.01,0.0127
471870506.03,0.0155
471870506.04,0.0384
471870507.01,0.0078000000000000005
471870507.02,0.0124
471870508.01,0.0181
471870508.02,0.0194
471870509.04,0.014199999999999999
471870509.05,0.015300000000000001
471870509.06,0.011000000000000001
471870509.07,0.0073
471870509.08,0.0031
471870509.09,0.0066
471870510.01,0.005
471870510.02,0.0132
471870511.0,0.0345
471870512.03,0.013300000000000001
471870512.04,0.0128
471870512.05,0.0137
471870512.06,0.013999999999999999
471870512.07,0.0208
471870512.08,0.0253
471890301.02,0.013600000000000001
471890301.03,0.013600000000000001
471890301.04,0.0204
471890301.05,0.005
471890302.02,0.011200000000000002
471890302.03,0.0292
471890302.05,0.0125
471890302.06,0.0483
471890302.07,0.011000000000000001
471890303.03,-0.0029
471890303.04,0.0046
471890303.05,-0.002
471890303.08,0.0098
471890303.09,0.0053
471890303.1,0.0381
471890303.11,0.0077
471890304.01,0.0064
471890304.02,0.0209
471890305.0,0.0235
471890306.0,-0.0012
471890307.0,0.0017000000000000001
471890308.0,0.0073
471890309.04,0.0025
471890309.05,0.0067
471890309.06,0.014199999999999999
471890309.07,0.0591
471890309.08,0.006999999999999999
471890310.0,0.0033
