GEOID,2028 Median Household Income
470370190.07,54949
470370190.08,55904
470370191.05,66934
470370191.06,77648
470370191.08,43844
470370191.09,75495
470370191.1,63748
470370191.11,58578
470370191.12,94207
470370191.15,158265
470370191.16,105122
470370191.17,102877
470370191.18,60749
470370191.19,119398
470370191.2,103741
470370191.21,119506
470370192.0,76371
470370193.0,31968
470370194.01,76480
470370194.02,98679
470370195.01,87515
470370195.02,90291
470370195.03,95637
470370196.0,66064
470379801.0,0
470379802.0,0
470399550.01,59182
470399550.03,52000
470399550.04,39528
470399551.01,55826
470399551.02,62523
470419201.01,75406
470419201.02,59192
470419202.01,45263
470419202.02,59117
470419203.0,65095
470430601.0,63187
470430602.01,73974
470430602.02,80767
470430603.0,72741
470430604.01,98733
470430604.02,102371
470430605.01,72321
470430605.02,75672
470430606.01,60780
470430606.02,55172
470430607.0,65226
470499650.0,56395
470499653.0,51426
470519601.0,54636
470519602.01,78969
470519602.02,60715
470519603.0,76704
470519604.01,52304
470519604.02,70784
470519605.0,54784
470519606.0,53858
470519607.0,73403
470519608.0,60958
470539661.0,55230
470539662.0,58038
470539663.0,62580
470539664.0,69115
470539665.01,73461
470539665.02,56252
470539666.0,57162
470539667.01,46255
470539667.02,42080
470539668.0,64216
470539669.0,36510
470539670.01,49117
470539670.02,40983
470539671.0,97693
470539673.0,68866
470539674.0,60388
470539801.0,0
470559201.0,70914
470559202.0,59064
470559203.01,56326
470559203.02,60602
470559204.0,55312
470559205.0,56731
470559206.0,73249
470559207.0,60719
470559208.0,63537
470619550.0,50038
470619551.0,62449
470619552.0,54210
470619553.0,60864
470650101.01,92899
470650101.03,92710
470650101.04,88856
470650102.01,117337
470650102.02,78514
470650103.03,86835
470650103.04,99588
470650103.05,103956
470650103.06,82034
470650103.08,75753
470650103.09,62286
470650104.11,107586
470650104.12,84301
470650104.13,102615
470650104.31,83689
470650104.32,104397
470650104.33,74854
470650104.34,100940
470650104.35,66694
470650105.01,80061
470650106.0,71026
470650109.02,74083
470650109.05,61463
470650110.01,84346
470650110.03,155919
470650110.04,153103
470650111.0,127894
470650112.05,126499
470650114.13,91293
470650114.47,106645
470699501.0,51080
470699502.0,47401
470699503.0,41741
470699504.0,41427
470699505.0,53650
470699506.0,40481
470719201.0,70182
470719202.0,52914
470719203.0,62729
470719204.01,44520
470719204.02,50461
470719205.01,60987
470719206.0,50000
470759301.0,67487
470759305.0,50962
470779750.0,73085
470779751.0,56397
470779752.0,61768
470779753.01,66313
470779753.02,72314
470779754.0,37126
470779755.0,48400
470799690.01,53923
470799690.02,60521
470799691.0,57286
470799692.0,58021
470799693.0,41273
470799694.0,38096
470799695.01,51132
470799695.02,46144
470799696.01,50244
470799696.02,70480
470799697.0,51075
470799698.0,47025
470819501.0,75459
470819502.01,54550
470819502.02,60746
470819503.01,52382
470819503.02,58261
470819504.0,56229
470819505.0,59573
470831201.0,60377
470831202.0,56207
470831203.0,45989
470851301.0,65619
470851302.0,50206
470851303.0,52061
470851304.0,61367
470851305.0,75077
470879601.0,45195
470879602.0,43774
470879603.0,50718
470879604.0,29522
470999601.0,58907
470999602.0,54273
470999603.0,58235
470999604.01,45736
470999604.02,75608
470999605.01,36738
470999605.02,53408
470999606.0,48588
470999607.0,65047
470999608.0,63346
471019701.0,57245
471019702.0,54423
471039750.0,69448
471039751.0,75156
471039752.0,88718
471039753.0,53157
471039754.0,75658
471039755.0,78689
471039757.0,89882
471099301.0,50836
471099302.0,58754
471099303.0,53221
471099304.0,50408
471099305.01,48129
471099305.02,51130
471099306.0,60749
471099307.0,60108
471119701.0,45449
471119702.0,79065
471119703.01,34506
471119703.02,48362
471119704.0,72368
471130001.0,51558
471130002.0,54472
471130003.0,58901
471130004.0,39498
471130005.0,18754
471130006.0,50000
471130007.0,37949
471130008.0,19392
471130009.0,25125
471130010.0,36341
471130011.0,17430
471130013.0,54185
471130014.01,58597
471130014.02,75834
471130015.01,65279
471130015.02,83214
471130016.03,71161
471130016.04,107748
471130016.05,58349
471130016.07,91885
471130016.08,95051
471130016.09,93930
471130016.1,146233
471130016.11,71593
471130016.12,61936
471130017.0,72577
471130018.0,65821
471130019.0,80112
471150501.01,64729
471150501.02,66291
471150502.03,66844
471150503.02,67955
471179550.0,82881
471179551.0,68299
471179552.0,66407
471179553.0,45773
471179554.0,75855
471179555.0,77434
471190101.0,74475
471190102.01,108206
471190102.03,105818
471190102.04,93421
471190102.05,91264
471190103.01,98565
471190103.02,98953
471190104.01,74514
471190104.02,55240
471190105.0,46484
471190106.0,50189
471190107.0,43546
471190108.01,86283
471190108.02,66620
471190109.0,70114
471190110.01,76988
471190110.03,117045
471190110.04,51309
471190111.01,107400
471190111.02,109193
471190112.0,78112
471251001.0,23380
471251002.0,37307
471251003.0,69692
471251005.0,48941
471251006.01,82194
471251006.02,52741
471251008.0,38135
471251009.0,38888
471251010.01,53476
471251010.02,68279
471251011.01,62228
471251011.02,59922
471251011.03,66359
471251012.01,39460
471251012.02,66932
471251013.04,56312
471251013.05,81637
471251013.06,57125
471251013.07,63559
471251013.08,56571
471251013.09,82758
471251014.0,70166
471251015.01,69756
471251015.02,83414
471251016.0,83885
471251017.01,79133
471251017.02,87073
471251018.03,103861
471251018.05,104335
471251018.06,86945
471251018.07,118075
471251018.08,97802
471251019.02,114842
471251019.04,128255
471251019.05,94461
471251019.06,73043
471251020.01,66092
471251020.03,69784
471251020.04,76094
471251020.05,63195
471251020.07,82837
471251020.08,76913
471251020.09,88918
471251020.1,75668
471251021.0,45761
471259801.0,0
471279301.0,81134
471279302.0,70958
471319650.0,59488
471319651.0,63771
471319654.0,55101
471319655.0,40915
471319656.0,30089
471319657.0,53113
471319658.0,80801
471319659.0,51330
471339501.0,53373
471339502.0,48254
471339503.01,37346
471339503.02,44486
471339504.0,58606
471339505.01,54694
471339505.02,70872
471339506.0,50468
471359301.0,53330
471359302.01,56027
471359302.02,75546
471379251.01,55900
471379251.02,38627
471410001.0,66680
471410002.01,66936
471410002.02,48077
471410003.01,75470
471410003.03,72874
471410003.04,33668
471410003.05,52165
471410004.0,80095
471410005.0,67047
471410006.0,84638
471410007.0,46627
471410008.0,38089
471410009.0,79054
471410010.0,76868
471410011.0,73647
471410012.01,77509
471410012.02,88479
471410013.0,81570
471439752.0,73952
471439753.0,54703
471439754.01,43228
471470801.01,89160
471470801.03,82884
471470801.04,81904
471470802.0,82493
471470803.01,63425
471470803.02,40200
471470804.01,52678
471470804.02,52881
471470805.0,83174
471470806.03,89279
471470806.04,95556
471470806.05,78311
471470806.06,79927
471470807.01,100774
471470807.02,109477
471490401.01,88996
471490401.02,89719
471490401.04,58908
471490401.05,83055
471490401.06,79130
471490401.07,84254
471490402.0,87419
471490403.03,67509
471490403.04,65478
471490403.05,42903
471490403.07,110571
471490403.08,78169
471490403.09,96269
471490403.1,75698
471490403.11,89224
471490403.12,86937
471490404.04,76440
471490404.05,58112
471490405.01,108497
471490405.02,93486
471490406.0,89739
471490407.02,104419
471490407.03,104346
471490407.04,98971
471490408.06,111862
471490408.07,104187
471490408.08,128842
471490408.09,86045
471490408.1,107290
471490408.11,133987
471490408.12,80341
471490409.01,70180
471490409.04,100525
471490409.06,88576
471490409.07,100693
471490409.08,85108
471490409.09,90205
471490409.1,72921
471490409.11,118896
471490410.0,117055
471490411.02,83566
471490411.03,107302
471490411.04,134201
471490412.01,111998
471490412.02,108382
471490413.01,150519
471490413.02,96628
471490414.01,102701
471490414.04,51511
471490414.05,53663
471490414.06,63361
471490414.07,75129
471490415.0,30000
471490416.01,56309
471490416.02,38946
471490417.0,58862
471490418.0,55145
471490419.0,50068
471490420.0,76191
471490421.01,44488
471490421.02,44408
471490422.0,76450
471490423.01,79726
471490423.02,100903
471530601.02,58380
471530601.03,49081
471530601.04,54918
471530602.0,78107
471599750.0,63958
471599751.0,52280
471599752.0,55935
471599753.0,60967
471599754.0,63996
471611102.01,66850
471611102.02,49927
471611106.0,59063
471611107.0,61294
471619801.0,0
471619802.0,0
471650201.01,63629
471650201.02,55987
471650202.03,71299
471650202.04,99925
471650202.05,70851
471650202.06,72043
471650202.07,56190
471650202.08,67191
471650202.09,75726
471650203.0,44174
471650204.03,102444
471650204.04,75284
471650204.05,68299
471650204.06,104672
471650204.07,93219
471650205.01,84399
471650205.02,117822
471650205.03,72847
471650206.01,89396
471650206.02,96717
471650206.03,84211
471650207.0,46721
471650208.0,42088
471650209.01,80741
471650209.03,67667
471650209.04,59313
471650209.05,60820
471650210.02,102380
471650210.04,66593
471650210.05,99153
471650210.06,113555
471650210.07,129464
471650210.08,120277
471650210.09,72202
471650211.03,87559
471650211.04,63936
471650211.05,66466
471650211.06,60492
471650211.07,70440
471650212.01,122670
471650212.03,116610
471650212.04,93020
471650212.05,109047
471690901.0,68826
471690902.0,54225
471759250.0,57943
471759252.0,53704
471779301.0,53084
471779302.01,77982
471779302.02,58075
471779303.0,62205
471779304.0,45751
471779305.0,42161
471779306.0,49183
471779307.0,59751
471779308.0,65757
471779309.0,57271
471819501.0,54413
471819502.0,74324
471819503.0,49291
471819504.0,62382
471839680.0,60681
471839681.01,53726
471839681.02,73164
471839682.01,55255
471839682.02,12610
471839682.03,37722
471839683.0,50449
471839684.0,54906
471839685.0,57744
471839686.0,49905
471839687.0,54575
471859350.0,56990
471859351.0,66329
471859352.0,48679
471859353.0,57435
471859354.0,39196
471859355.0,56897
471870501.02,161716
471870501.03,158334
471870501.04,184219
471870501.05,200001
471870502.04,193525
471870502.05,145285
471870502.06,193101
471870502.07,200001
471870502.09,200001
471870502.1,200001
471870502.11,101427
471870502.12,200001
471870503.03,200001
471870503.04,162759
471870503.05,200001
471870503.06,150739
471870503.07,78532
471870504.03,164664
471870504.04,200001
471870504.05,198713
471870504.06,165441
471870505.02,93251
471870505.03,91840
471870505.04,75950
471870506.01,109231
471870506.03,116976
471870506.04,160682
471870507.01,100958
471870507.02,177043
471870508.01,60199
471870508.02,103537
471870509.04,96852
471870509.05,112906
471870509.06,150421
471870509.07,107255
471870509.08,162892
471870509.09,190878
471870510.01,173332
471870510.02,165544
471870511.0,163402
471870512.03,106782
471870512.04,152245
471870512.05,122201
471870512.06,97850
471870512.07,110267
471870512.08,122605
471890301.02,103119
471890301.03,109085
471890301.04,121472
471890301.05,93438
471890302.02,96193
471890302.03,136879
471890302.05,108974
471890302.06,122314
471890302.07,105538
471890303.03,122699
471890303.04,107253
471890303.05,105733
471890303.08,116452
471890303.09,109431
471890303.1,116144
471890303.11,73425
471890304.01,56078
471890304.02,56497
471890305.0,58582
471890306.0,58197
471890307.0,49097
471890308.0,79315
471890309.04,98901
471890309.05,117695
471890309.06,113068
471890309.07,94291
471890309.08,111829
471890310.0,76003
